delegation,superficie,chambres,salle_de_bains,etat,etage,gouvernorat_ariana,gouvernorat_ben-arous,gouvernorat_la-manouba,gouvernorat_tunis,prix
19.0,254,1,2,10,2,0.0,1.0,0.0,0.0,963885.0
19.0,88,2,1,2,2,0.0,1.0,0.0,0.0,286724.0
18.0,274,2,2,11,9,0.0,1.0,0.0,0.0,793494.0
29.0,173,1,1,4,5,0.0,0.0,0.0,1.0,814873.0
4.0,70,1,1,3,16,0.0,0.0,0.0,1.0,384860.0
10.0,193,2,2,3,9,1.0,0.0,0.0,0.0,681654.0
33.0,58,2,1,3,16,0.0,0.0,0.0,1.0,285657.0
9.0,70,1,1,2,6,0.0,1.0,0.0,0.0,305249.0
18.0,89,1,1,8,16,0.0,1.0,0.0,0.0,310872.0
33.0,126,1,1,10,6,0.0,0.0,0.0,1.0,691256.0
12.0,122,1,1,11,1,0.0,1.0,0.0,0.0,465396.0
37.0,279,2,1,2,6,0.0,0.0,0.0,1.0,1186734.0
29.0,112,2,1,4,1,0.0,0.0,0.0,1.0,468137.0
29.0,216,1,2,9,16,0.0,0.0,0.0,1.0,1104476.0
14.0,79,1,1,9,5,0.0,1.0,0.0,0.0,391096.0
7.0,60,2,1,2,3,1.0,0.0,0.0,0.0,254180.0
7.0,184,3,2,11,7,1.0,0.0,0.0,0.0,683204.0
24.0,154,2,2,2,8,0.0,0.0,0.0,1.0,632374.0
13.0,266,4,2,9,1,0.0,1.0,0.0,0.0,940671.0
27.0,153,1,2,9,1,1.0,0.0,0.0,0.0,661257.0
9.0,142,1,1,5,16,0.0,1.0,0.0,0.0,540503.0
23.0,166,2,2,6,5,0.0,0.0,0.0,1.0,826752.0
19.0,287,1,1,4,5,0.0,1.0,0.0,0.0,1044766.0
29.0,263,2,1,1,7,1.0,0.0,0.0,0.0,988533.0
4.0,83,1,1,5,1,0.0,0.0,0.0,1.0,384630.0
32.0,289,1,1,3,5,0.0,0.0,0.0,1.0,1274700.0
27.0,294,1,2,4,5,0.0,0.0,0.0,1.0,1080767.0
10.0,155,3,1,1,5,1.0,0.0,0.0,0.0,529660.0
27.0,187,1,2,7,9,0.0,0.0,0.0,1.0,805582.0
29.0,84,1,1,5,5,0.0,0.0,0.0,1.0,392575.0
28.0,192,1,1,8,8,0.0,0.0,0.0,1.0,821468.0
37.0,66,1,1,1,6,0.0,0.0,0.0,1.0,315956.0
12.0,76,3,1,10,5,0.0,1.0,0.0,0.0,357695.0
32.0,169,2,2,4,10,0.0,0.0,0.0,1.0,746447.0
36.0,85,2,1,10,10,0.0,0.0,0.0,1.0,461118.0
21.0,145,2,1,11,2,0.0,0.0,0.0,1.0,690208.0
33.0,88,1,1,10,5,0.0,0.0,0.0,1.0,446980.0
29.0,251,1,1,5,10,0.0,0.0,0.0,1.0,981490.0
29.0,118,2,1,6,16,1.0,0.0,0.0,0.0,405086.0
17.0,136,1,1,11,16,0.0,1.0,0.0,0.0,567601.0
17.0,155,2,2,7,9,0.0,1.0,0.0,0.0,612644.0
20.0,119,4,1,6,1,0.0,0.0,0.0,1.0,458637.0
27.0,68,1,1,1,3,1.0,0.0,0.0,0.0,294911.0
18.0,287,2,2,11,7,0.0,1.0,0.0,0.0,915111.0
17.0,278,3,1,2,3,0.0,1.0,0.0,0.0,906769.0
20.0,65,3,1,2,6,0.0,0.0,0.0,1.0,298626.0
29.0,60,1,1,4,5,0.0,0.0,0.0,1.0,318922.0
14.0,84,2,1,7,4,0.0,1.0,0.0,0.0,298270.0
10.0,153,1,1,10,3,1.0,0.0,0.0,0.0,681278.0
26.0,228,1,2,11,5,1.0,0.0,0.0,0.0,837236.0
19.0,116,1,1,6,3,0.0,1.0,0.0,0.0,375136.0
27.0,195,1,2,1,6,1.0,0.0,0.0,0.0,705732.0
18.0,50,2,1,7,5,0.0,1.0,0.0,0.0,193564.0
17.0,180,1,1,10,6,0.0,1.0,0.0,0.0,728475.0
28.0,61,1,1,2,3,0.0,0.0,0.0,1.0,283615.0
28.0,159,3,2,9,5,0.0,0.0,0.0,1.0,733204.0
5.0,170,1,1,6,4,0.0,0.0,0.0,1.0,746534.0
29.0,157,1,2,5,10,1.0,0.0,0.0,0.0,627341.0
29.0,80,1,1,7,6,1.0,0.0,0.0,0.0,280259.0
27.0,173,2,2,4,8,0.0,0.0,0.0,1.0,819642.0
4.0,153,1,1,9,6,0.0,0.0,0.0,1.0,805910.0
9.0,79,3,1,8,5,0.0,1.0,0.0,0.0,284996.0
10.0,218,1,1,9,6,1.0,0.0,0.0,0.0,898191.0
18.0,198,1,2,3,5,0.0,1.0,0.0,0.0,684314.0
14.0,121,4,1,11,9,0.0,1.0,0.0,0.0,477427.0
20.0,286,1,1,2,4,0.0,0.0,0.0,1.0,1265802.0
7.0,147,2,1,6,4,1.0,0.0,0.0,0.0,499941.0
37.0,228,1,1,1,6,0.0,0.0,0.0,1.0,924872.0
26.0,130,3,1,2,6,1.0,0.0,0.0,0.0,530205.0
18.0,251,3,2,6,5,0.0,1.0,0.0,0.0,864432.0
23.0,190,1,1,10,2,0.0,0.0,0.0,1.0,886820.0
7.0,282,1,1,11,6,1.0,0.0,0.0,0.0,942005.0
34.0,228,1,2,4,5,0.0,0.0,0.0,1.0,964058.0
28.0,175,1,2,6,10,0.0,0.0,0.0,1.0,800914.0
29.0,196,1,1,5,3,1.0,0.0,0.0,0.0,632642.0
12.0,88,4,1,9,5,0.0,1.0,0.0,0.0,412097.0
7.0,115,1,1,1,10,1.0,0.0,0.0,0.0,410898.0
10.0,169,1,1,5,1,1.0,0.0,0.0,0.0,621669.0
10.0,143,3,1,10,5,1.0,0.0,0.0,0.0,566506.0
13.0,209,1,1,10,3,0.0,1.0,0.0,0.0,776070.0
21.0,285,2,2,6,1,0.0,0.0,0.0,1.0,1103875.0
22.0,205,1,2,5,3,1.0,0.0,0.0,0.0,689402.0
28.0,226,2,1,6,8,0.0,0.0,0.0,1.0,955506.0
19.0,263,1,2,1,3,0.0,1.0,0.0,0.0,914837.0
10.0,106,1,1,5,3,1.0,0.0,0.0,0.0,439513.0
19.0,167,1,1,1,1,0.0,1.0,0.0,0.0,560455.0
14.0,79,1,1,3,5,0.0,1.0,0.0,0.0,326701.0
33.0,196,1,2,4,10,0.0,0.0,0.0,1.0,893050.0
18.0,222,1,2,9,6,0.0,1.0,0.0,0.0,888322.0
29.0,109,1,1,2,10,0.0,0.0,0.0,1.0,468637.0
27.0,71,1,1,7,1,0.0,0.0,0.0,1.0,305952.0
9.0,108,1,1,4,2,0.0,1.0,0.0,0.0,434665.0
10.0,51,1,1,6,1,1.0,0.0,0.0,0.0,191054.0
27.0,264,1,2,5,4,0.0,0.0,0.0,1.0,1010544.0
29.0,153,2,1,9,6,0.0,0.0,0.0,1.0,857086.0
32.0,79,2,1,8,3,0.0,0.0,0.0,1.0,417011.0
32.0,192,1,2,3,4,0.0,0.0,0.0,1.0,879289.0
30.0,98,2,1,7,1,0.0,0.0,0.0,1.0,409723.0
17.0,54,1,1,5,1,0.0,1.0,0.0,0.0,195205.0
14.0,99,1,1,11,5,0.0,1.0,0.0,0.0,375689.0
29.0,158,1,2,11,2,0.0,0.0,0.0,1.0,727136.0
32.0,90,1,1,7,1,0.0,0.0,0.0,1.0,346830.0
21.0,110,2,1,8,8,0.0,0.0,0.0,1.0,473098.0
7.0,64,4,1,1,3,1.0,0.0,0.0,0.0,232292.0
17.0,221,1,2,6,2,0.0,1.0,0.0,0.0,704911.0
18.0,203,1,2,4,3,0.0,1.0,0.0,0.0,603542.0
19.0,177,1,2,4,6,0.0,1.0,0.0,0.0,656405.0
36.0,268,1,1,6,2,0.0,0.0,0.0,1.0,1076877.0
29.0,144,1,1,1,2,1.0,0.0,0.0,0.0,505431.0
34.0,224,1,2,10,3,0.0,0.0,0.0,1.0,974238.0
27.0,177,4,1,10,7,0.0,0.0,0.0,1.0,985262.0
2.0,58,1,1,6,10,1.0,0.0,0.0,0.0,243954.0
29.0,259,2,2,10,9,1.0,0.0,0.0,0.0,1056235.0
16.0,168,1,2,8,2,0.0,1.0,0.0,0.0,686788.0
10.0,178,1,2,4,2,1.0,0.0,0.0,0.0,721031.0
9.0,273,1,1,3,8,0.0,1.0,0.0,0.0,1017842.0
17.0,104,2,1,1,10,0.0,1.0,0.0,0.0,428319.0
32.0,155,1,1,3,10,0.0,0.0,0.0,1.0,663650.0
29.0,211,2,2,4,6,1.0,0.0,0.0,0.0,608143.0
26.0,149,1,1,2,9,1.0,0.0,0.0,0.0,576602.0
29.0,99,1,1,1,9,1.0,0.0,0.0,0.0,406235.0
30.0,292,1,1,11,5,0.0,0.0,0.0,1.0,1103247.0
29.0,184,1,2,4,5,0.0,0.0,0.0,1.0,900886.0
12.0,299,1,1,2,5,0.0,1.0,0.0,0.0,874588.0
29.0,63,2,1,1,3,0.0,0.0,0.0,1.0,286240.0
30.0,110,1,1,4,6,0.0,0.0,0.0,1.0,490969.0
26.0,237,4,2,8,6,1.0,0.0,0.0,0.0,818568.0
24.0,225,1,1,6,5,0.0,0.0,0.0,1.0,909374.0
27.0,149,2,1,4,5,0.0,0.0,0.0,1.0,666239.0
32.0,252,1,1,3,5,0.0,0.0,0.0,1.0,1022835.0
18.0,192,4,2,11,6,0.0,1.0,0.0,0.0,676526.0
10.0,211,1,1,7,3,1.0,0.0,0.0,0.0,721648.0
17.0,226,1,1,11,9,0.0,1.0,0.0,0.0,653706.0
22.0,135,1,1,4,10,1.0,0.0,0.0,0.0,507882.0
10.0,62,3,1,2,9,1.0,0.0,0.0,0.0,243854.0
25.0,70,2,1,9,3,0.0,0.0,0.0,1.0,403130.0
12.0,96,1,1,11,2,0.0,1.0,0.0,0.0,308571.0
9.0,132,4,1,11,6,0.0,1.0,0.0,0.0,428469.0
38.0,90,2,1,4,2,0.0,0.0,0.0,1.0,364941.0
16.0,235,1,2,1,4,0.0,1.0,0.0,0.0,836958.0
29.0,228,1,1,2,3,0.0,0.0,0.0,1.0,899794.0
25.0,268,1,2,10,3,0.0,0.0,0.0,1.0,1208419.0
19.0,290,1,2,10,10,0.0,1.0,0.0,0.0,1075762.0
26.0,139,1,1,9,1,1.0,0.0,0.0,0.0,632977.0
34.0,275,1,2,10,10,0.0,0.0,0.0,1.0,1206913.0
19.0,78,1,1,5,16,0.0,1.0,0.0,0.0,315065.0
14.0,68,1,1,8,2,0.0,1.0,0.0,0.0,260006.0
32.0,212,2,1,3,4,0.0,0.0,0.0,1.0,775341.0
9.0,107,1,1,8,2,0.0,1.0,0.0,0.0,430004.0
29.0,104,1,1,6,4,0.0,0.0,0.0,1.0,508924.0
17.0,88,1,1,7,3,0.0,1.0,0.0,0.0,292734.0
28.0,251,1,2,6,2,0.0,0.0,0.0,1.0,1051264.0
33.0,242,1,2,8,5,0.0,0.0,0.0,1.0,984341.0
7.0,226,2,2,7,2,1.0,0.0,0.0,0.0,821436.0
29.0,261,1,1,1,6,0.0,0.0,0.0,1.0,1080494.0
12.0,234,3,2,2,5,0.0,1.0,0.0,0.0,683898.0
28.0,207,3,1,8,6,0.0,0.0,0.0,1.0,807557.0
10.0,145,1,1,7,10,1.0,0.0,0.0,0.0,494179.0
9.0,151,1,1,7,5,0.0,1.0,0.0,0.0,536962.0
37.0,114,1,1,3,2,0.0,0.0,0.0,1.0,521423.0
29.0,225,3,2,2,8,0.0,0.0,0.0,1.0,823573.0
29.0,88,4,1,9,5,0.0,0.0,0.0,1.0,434484.0
32.0,198,1,1,8,2,0.0,0.0,0.0,1.0,883498.0
20.0,183,3,1,6,3,0.0,0.0,0.0,1.0,897406.0
27.0,68,1,1,3,9,0.0,0.0,0.0,1.0,313850.0
29.0,234,4,1,5,16,1.0,0.0,0.0,0.0,709570.0
27.0,52,1,1,9,9,1.0,0.0,0.0,0.0,216331.0
25.0,157,1,1,2,7,0.0,0.0,0.0,1.0,664530.0
28.0,169,1,2,3,6,0.0,0.0,0.0,1.0,780478.0
10.0,262,1,2,4,1,1.0,0.0,0.0,0.0,747097.0
9.0,92,3,1,10,6,0.0,1.0,0.0,0.0,388752.0
18.0,176,2,2,4,2,0.0,1.0,0.0,0.0,681215.0
12.0,133,1,1,9,16,0.0,1.0,0.0,0.0,581626.0
29.0,261,4,2,5,10,0.0,0.0,0.0,1.0,1141426.0
33.0,95,2,1,6,9,0.0,0.0,0.0,1.0,447211.0
28.0,144,1,1,4,2,0.0,0.0,0.0,1.0,711890.0
32.0,298,1,2,11,6,0.0,0.0,0.0,1.0,1281200.0
29.0,78,2,1,11,2,1.0,0.0,0.0,0.0,296661.0
18.0,214,2,1,1,7,0.0,1.0,0.0,0.0,766011.0
16.0,81,1,1,9,6,0.0,1.0,0.0,0.0,306403.0
18.0,194,3,1,11,7,0.0,1.0,0.0,0.0,790025.0
32.0,150,1,1,2,6,0.0,0.0,0.0,1.0,635881.0
11.0,76,2,1,7,9,0.0,0.0,0.0,1.0,375730.0
37.0,89,2,1,5,16,0.0,0.0,0.0,1.0,419090.0
20.0,231,4,1,7,2,0.0,0.0,0.0,1.0,1018235.0
32.0,125,1,1,7,2,0.0,0.0,0.0,1.0,570910.0
27.0,62,1,1,6,6,1.0,0.0,0.0,0.0,258336.0
32.0,294,4,2,6,7,0.0,0.0,0.0,1.0,1217069.0
30.0,103,1,1,9,5,0.0,0.0,0.0,1.0,590048.0
29.0,215,3,2,3,3,1.0,0.0,0.0,0.0,765429.0
10.0,55,1,1,11,16,1.0,0.0,0.0,0.0,249479.0
29.0,92,1,1,6,5,0.0,0.0,0.0,1.0,432744.0
17.0,220,1,2,1,6,0.0,1.0,0.0,0.0,744261.0
28.0,290,1,1,11,6,0.0,0.0,0.0,1.0,1206774.0
36.0,169,1,2,5,5,0.0,0.0,0.0,1.0,763538.0
29.0,125,2,1,5,5,0.0,0.0,0.0,1.0,610517.0
26.0,68,2,1,8,5,1.0,0.0,0.0,0.0,263919.0
9.0,273,1,2,6,1,0.0,1.0,0.0,0.0,1019655.0
13.0,270,4,2,7,4,0.0,1.0,0.0,0.0,843104.0
29.0,286,3,2,1,3,1.0,0.0,0.0,0.0,897541.0
9.0,218,2,1,4,1,0.0,1.0,0.0,0.0,643931.0
28.0,242,1,2,9,6,0.0,0.0,0.0,1.0,1025218.0
14.0,189,1,2,10,7,0.0,1.0,0.0,0.0,799511.0
11.0,299,3,2,10,5,0.0,0.0,0.0,1.0,1508854.0
20.0,94,1,1,5,10,0.0,0.0,0.0,1.0,384224.0
20.0,223,1,2,4,5,0.0,0.0,0.0,1.0,925642.0
17.0,62,1,1,1,3,0.0,1.0,0.0,0.0,268262.0
7.0,205,1,2,4,3,1.0,0.0,0.0,0.0,634625.0
18.0,57,1,1,8,5,0.0,1.0,0.0,0.0,229625.0
29.0,62,1,1,5,4,1.0,0.0,0.0,0.0,234106.0
27.0,127,2,1,11,9,1.0,0.0,0.0,0.0,441471.0
18.0,216,1,1,7,2,0.0,1.0,0.0,0.0,628393.0
6.0,82,1,1,7,9,0.0,1.0,0.0,0.0,321658.0
29.0,139,3,1,9,8,0.0,0.0,0.0,1.0,668568.0
29.0,101,1,1,4,2,0.0,0.0,0.0,1.0,480722.0
24.0,155,2,1,6,8,0.0,0.0,0.0,1.0,743098.0
17.0,50,3,1,11,6,0.0,1.0,0.0,0.0,221030.0
23.0,101,3,1,11,8,0.0,0.0,0.0,1.0,490323.0
14.0,271,1,1,10,4,0.0,1.0,0.0,0.0,978841.0
17.0,121,4,1,4,3,0.0,1.0,0.0,0.0,418036.0
29.0,160,1,1,5,6,0.0,0.0,0.0,1.0,724896.0
29.0,131,1,1,3,5,1.0,0.0,0.0,0.0,441217.0
19.0,293,1,2,1,1,0.0,1.0,0.0,0.0,1081648.0
29.0,78,1,1,1,1,0.0,0.0,0.0,1.0,398684.0
2.0,206,1,1,4,6,1.0,0.0,0.0,0.0,749142.0
10.0,236,1,1,6,8,1.0,0.0,0.0,0.0,787622.0
29.0,64,2,1,1,6,1.0,0.0,0.0,0.0,270658.0
21.0,120,2,1,4,5,0.0,0.0,0.0,1.0,522901.0
5.0,223,3,1,11,7,0.0,0.0,0.0,1.0,952730.0
22.0,51,1,1,8,5,1.0,0.0,0.0,0.0,231329.0
8.0,260,3,2,2,9,0.0,1.0,0.0,0.0,918627.0
29.0,152,3,2,11,10,1.0,0.0,0.0,0.0,584025.0
32.0,290,1,2,2,6,0.0,0.0,0.0,1.0,1259222.0
29.0,140,1,1,9,2,1.0,0.0,0.0,0.0,640188.0
10.0,93,1,1,2,16,1.0,0.0,0.0,0.0,369341.0
22.0,176,1,2,9,5,1.0,0.0,0.0,0.0,836935.0
10.0,198,1,1,3,10,1.0,0.0,0.0,0.0,655448.0
23.0,86,1,1,8,10,0.0,0.0,0.0,1.0,409001.0
12.0,172,1,2,4,7,0.0,1.0,0.0,0.0,615797.0
23.0,245,2,1,4,16,0.0,0.0,0.0,1.0,1092167.0
10.0,152,2,1,7,8,1.0,0.0,0.0,0.0,519438.0
26.0,195,1,1,3,9,1.0,0.0,0.0,0.0,638078.0
18.0,106,2,1,6,6,0.0,1.0,0.0,0.0,345590.0
12.0,147,1,1,1,2,0.0,1.0,0.0,0.0,482567.0
15.0,59,1,1,7,1,0.0,1.0,0.0,0.0,225476.0
17.0,149,2,1,3,1,0.0,1.0,0.0,0.0,576664.0
10.0,80,1,1,7,8,1.0,0.0,0.0,0.0,273083.0
27.0,232,2,1,2,6,0.0,0.0,0.0,1.0,854834.0
9.0,104,1,1,4,7,0.0,1.0,0.0,0.0,436083.0
26.0,127,3,1,4,9,1.0,0.0,0.0,0.0,518224.0
30.0,136,1,1,11,2,0.0,0.0,0.0,1.0,598843.0
6.0,234,1,1,7,3,0.0,1.0,0.0,0.0,742500.0
12.0,293,4,2,6,1,0.0,1.0,0.0,0.0,923920.0
29.0,94,3,1,6,3,0.0,0.0,0.0,1.0,438961.0
36.0,227,2,2,4,1,0.0,0.0,0.0,1.0,970062.0
29.0,119,1,1,8,8,0.0,0.0,0.0,1.0,499083.0
13.0,182,1,2,3,9,0.0,1.0,0.0,0.0,662674.0
29.0,188,2,2,5,6,0.0,0.0,0.0,1.0,871784.0
17.0,226,1,2,11,7,0.0,1.0,0.0,0.0,684226.0
7.0,114,4,1,10,4,1.0,0.0,0.0,0.0,458006.0
20.0,110,1,1,3,10,0.0,0.0,0.0,1.0,483578.0
27.0,167,1,2,9,1,0.0,0.0,0.0,1.0,868190.0
14.0,95,3,1,10,5,0.0,1.0,0.0,0.0,479584.0
17.0,50,1,1,6,7,0.0,1.0,0.0,0.0,187483.0
30.0,85,2,1,9,3,0.0,0.0,0.0,1.0,468846.0
17.0,216,3,2,8,3,0.0,1.0,0.0,0.0,693090.0
29.0,126,1,1,6,3,0.0,0.0,0.0,1.0,567808.0
25.0,175,1,2,11,6,0.0,0.0,0.0,1.0,712994.0
31.0,231,1,1,8,6,0.0,0.0,0.0,1.0,905210.0
17.0,160,3,2,4,7,0.0,1.0,0.0,0.0,548053.0
29.0,174,1,1,8,1,1.0,0.0,0.0,0.0,606091.0
32.0,124,2,1,3,6,0.0,0.0,0.0,1.0,605235.0
19.0,162,2,2,10,3,0.0,1.0,0.0,0.0,653099.0
16.0,213,1,1,3,1,0.0,1.0,0.0,0.0,688445.0
8.0,237,3,1,2,5,0.0,1.0,0.0,0.0,840956.0
29.0,65,2,1,4,2,1.0,0.0,0.0,0.0,282486.0
27.0,135,1,1,1,2,1.0,0.0,0.0,0.0,539596.0
29.0,194,4,2,9,6,0.0,0.0,0.0,1.0,1080927.0
7.0,261,1,1,4,3,1.0,0.0,0.0,0.0,831892.0
19.0,293,4,1,6,5,0.0,1.0,0.0,0.0,903020.0
29.0,90,1,1,6,7,0.0,0.0,0.0,1.0,421317.0
13.0,189,2,2,8,1,0.0,1.0,0.0,0.0,579376.0
29.0,75,1,1,4,3,0.0,0.0,0.0,1.0,355475.0
26.0,286,1,1,6,2,1.0,0.0,0.0,0.0,980847.0
18.0,137,3,1,6,1,0.0,1.0,0.0,0.0,461526.0
27.0,256,1,1,4,9,0.0,0.0,0.0,1.0,1094188.0
17.0,76,1,1,11,3,0.0,1.0,0.0,0.0,306783.0
7.0,56,1,1,3,16,1.0,0.0,0.0,0.0,211963.0
16.0,236,1,2,6,8,0.0,1.0,0.0,0.0,886204.0
23.0,254,2,2,6,9,0.0,0.0,0.0,1.0,1110986.0
27.0,97,1,1,6,3,1.0,0.0,0.0,0.0,361417.0
32.0,156,1,2,11,16,0.0,0.0,0.0,1.0,626494.0
21.0,100,2,1,5,6,0.0,0.0,0.0,1.0,499993.0
10.0,273,2,1,6,4,1.0,0.0,0.0,0.0,1017977.0
29.0,255,1,1,10,2,0.0,0.0,0.0,1.0,1220039.0
17.0,231,1,1,2,5,0.0,1.0,0.0,0.0,849626.0
9.0,141,3,1,8,3,0.0,1.0,0.0,0.0,577862.0
17.0,144,1,1,1,9,0.0,1.0,0.0,0.0,554424.0
32.0,104,1,1,4,9,0.0,0.0,0.0,1.0,447777.0
17.0,171,1,2,2,2,0.0,1.0,0.0,0.0,654409.0
18.0,175,1,1,9,2,0.0,1.0,0.0,0.0,659954.0
36.0,93,1,1,11,6,0.0,0.0,0.0,1.0,400712.0
28.0,171,1,2,10,16,0.0,0.0,0.0,1.0,809572.0
9.0,236,4,2,7,16,0.0,1.0,0.0,0.0,803821.0
12.0,282,2,1,10,4,0.0,1.0,0.0,0.0,1145494.0
10.0,150,1,1,2,1,1.0,0.0,0.0,0.0,564602.0
29.0,223,1,1,8,6,0.0,0.0,0.0,1.0,823263.0
27.0,278,1,2,5,1,1.0,0.0,0.0,0.0,994289.0
29.0,97,1,1,3,2,0.0,0.0,0.0,1.0,435843.0
27.0,152,2,1,1,3,1.0,0.0,0.0,0.0,567343.0
29.0,157,1,1,6,2,1.0,0.0,0.0,0.0,641490.0
26.0,208,1,1,7,7,1.0,0.0,0.0,0.0,666919.0
38.0,197,1,1,11,6,0.0,0.0,0.0,1.0,915389.0
19.0,213,1,1,3,2,0.0,1.0,0.0,0.0,768415.0
29.0,240,1,1,7,5,1.0,0.0,0.0,0.0,941471.0
10.0,130,1,1,8,3,1.0,0.0,0.0,0.0,473880.0
32.0,115,1,1,2,6,0.0,0.0,0.0,1.0,534618.0
36.0,107,3,1,6,5,0.0,0.0,0.0,1.0,480158.0
29.0,254,1,1,8,5,0.0,0.0,0.0,1.0,1071482.0
29.0,128,4,1,3,1,0.0,0.0,0.0,1.0,597848.0
27.0,140,1,1,9,1,1.0,0.0,0.0,0.0,630310.0
37.0,265,3,2,6,2,0.0,0.0,0.0,1.0,1079087.0
7.0,137,1,1,4,9,1.0,0.0,0.0,0.0,478718.0
30.0,193,1,1,3,7,0.0,0.0,0.0,1.0,863530.0
9.0,280,1,1,6,8,0.0,1.0,0.0,0.0,862636.0
17.0,124,1,1,10,4,0.0,1.0,0.0,0.0,526744.0
27.0,251,4,2,2,4,0.0,0.0,0.0,1.0,1036526.0
18.0,273,1,2,8,1,0.0,1.0,0.0,0.0,762312.0
17.0,113,1,1,10,2,0.0,1.0,0.0,0.0,504656.0
36.0,98,1,1,3,1,0.0,0.0,0.0,1.0,446379.0
29.0,227,4,2,3,3,0.0,0.0,0.0,1.0,827837.0
35.0,197,1,2,11,1,0.0,0.0,0.0,1.0,863028.0
32.0,278,1,1,8,5,0.0,0.0,0.0,1.0,1173715.0
18.0,216,2,2,8,6,0.0,1.0,0.0,0.0,768162.0
11.0,88,1,1,9,2,0.0,0.0,0.0,1.0,475632.0
27.0,237,1,1,11,1,1.0,0.0,0.0,0.0,838479.0
32.0,224,1,2,8,8,0.0,0.0,0.0,1.0,832072.0
22.0,284,1,1,6,7,1.0,0.0,0.0,0.0,971692.0
23.0,193,1,1,9,7,0.0,0.0,0.0,1.0,957044.0
37.0,96,1,1,11,6,0.0,0.0,0.0,1.0,421810.0
20.0,175,1,1,7,2,0.0,0.0,0.0,1.0,809237.0
23.0,274,2,2,6,10,0.0,0.0,0.0,1.0,1220077.0
20.0,270,1,2,7,8,0.0,0.0,0.0,1.0,972459.0
35.0,69,1,1,5,7,0.0,0.0,0.0,1.0,377607.0
18.0,184,1,2,11,2,0.0,1.0,0.0,0.0,681935.0
27.0,222,3,1,3,7,0.0,0.0,0.0,1.0,985190.0
24.0,286,3,1,4,2,0.0,0.0,0.0,1.0,1043544.0
32.0,238,2,1,4,16,0.0,0.0,0.0,1.0,922054.0
27.0,224,1,2,6,6,0.0,0.0,0.0,1.0,989409.0
29.0,51,1,1,9,4,0.0,0.0,0.0,1.0,268737.0
19.0,77,1,1,3,5,0.0,1.0,0.0,0.0,299495.0
29.0,86,2,1,10,10,0.0,0.0,0.0,1.0,397066.0
32.0,120,1,1,9,2,0.0,0.0,0.0,1.0,554009.0
19.0,289,3,1,2,4,0.0,1.0,0.0,0.0,983864.0
26.0,69,1,1,2,9,1.0,0.0,0.0,0.0,262226.0
9.0,184,1,1,10,1,0.0,1.0,0.0,0.0,853116.0
9.0,155,1,2,9,6,0.0,1.0,0.0,0.0,719481.0
10.0,71,1,1,6,3,1.0,0.0,0.0,0.0,285069.0
27.0,73,1,1,2,1,0.0,0.0,0.0,1.0,380746.0
10.0,144,2,1,4,1,1.0,0.0,0.0,0.0,469205.0
5.0,262,1,2,3,8,0.0,0.0,0.0,1.0,1113449.0
29.0,120,2,1,6,8,0.0,0.0,0.0,1.0,528210.0
32.0,139,1,1,4,9,0.0,0.0,0.0,1.0,657656.0
22.0,96,1,1,10,6,1.0,0.0,0.0,0.0,396549.0
10.0,216,1,1,10,5,1.0,0.0,0.0,0.0,757648.0
11.0,251,1,1,8,1,0.0,0.0,0.0,1.0,1091253.0
32.0,258,4,2,9,5,0.0,0.0,0.0,1.0,1108220.0
28.0,277,1,2,1,2,0.0,0.0,0.0,1.0,1017010.0
29.0,173,1,2,4,2,1.0,0.0,0.0,0.0,564645.0
12.0,282,1,1,8,5,0.0,1.0,0.0,0.0,917482.0
27.0,227,1,2,9,3,1.0,0.0,0.0,0.0,841593.0
29.0,92,1,1,11,5,0.0,0.0,0.0,1.0,401977.0
29.0,216,3,2,7,7,0.0,0.0,0.0,1.0,907064.0
10.0,185,1,1,8,3,1.0,0.0,0.0,0.0,600715.0
29.0,138,1,1,9,5,1.0,0.0,0.0,0.0,612586.0
28.0,222,3,2,6,7,0.0,0.0,0.0,1.0,836314.0
22.0,129,1,1,11,7,1.0,0.0,0.0,0.0,462468.0
27.0,151,1,2,8,9,1.0,0.0,0.0,0.0,566963.0
36.0,103,2,1,1,8,0.0,0.0,0.0,1.0,435651.0
29.0,187,1,2,2,7,0.0,0.0,0.0,1.0,858224.0
29.0,130,3,1,8,8,1.0,0.0,0.0,0.0,542171.0
25.0,272,2,1,10,1,0.0,0.0,0.0,1.0,1086694.0
18.0,157,1,1,8,10,0.0,1.0,0.0,0.0,602359.0
37.0,166,2,2,6,10,0.0,0.0,0.0,1.0,739333.0
10.0,199,1,1,6,5,1.0,0.0,0.0,0.0,833528.0
29.0,277,2,1,4,5,1.0,0.0,0.0,0.0,967695.0
19.0,250,2,2,7,3,0.0,1.0,0.0,0.0,938486.0
22.0,199,4,2,8,2,1.0,0.0,0.0,0.0,662215.0
9.0,157,2,2,6,5,0.0,1.0,0.0,0.0,502627.0
29.0,111,1,1,3,3,1.0,0.0,0.0,0.0,436671.0
17.0,150,1,1,7,7,0.0,1.0,0.0,0.0,503035.0
10.0,81,2,1,10,6,1.0,0.0,0.0,0.0,361555.0
23.0,247,1,1,9,3,0.0,0.0,0.0,1.0,1193310.0
19.0,72,1,1,6,6,0.0,1.0,0.0,0.0,254910.0
29.0,182,1,2,6,5,0.0,0.0,0.0,1.0,871261.0
17.0,229,4,1,2,5,0.0,1.0,0.0,0.0,854868.0
